client_id,dataset,client,cluster_id,train_windows,val_windows
KFall::SA06,KFall,SA06,1,424,1755
KFall::SA07,KFall,SA07,1,479,1862
KFall::SA08,KFall,SA08,1,560,1752
KFall::SA09,KFall,SA09,1,468,1733
KFall::SA10,KFall,SA10,1,463,1880
KFall::SA12,KFall,SA12,1,351,1583
KFall::SA13,KFall,SA13,1,464,1946
KFall::SA14,KFall,SA14,1,431,1880
KFall::SA15,KFall,SA15,1,378,1903
KFall::SA18,KFall,SA18,1,462,2029
KFall::SA19,KFall,SA19,1,461,2017
KFall::SA20,KFall,SA20,1,448,1717
KFall::SA22,KFall,SA22,1,469,1779
KFall::SA23,KFall,SA23,1,440,1720
KFall::SA24,KFall,SA24,1,452,1773
KFall::SA25,KFall,SA25,1,554,1825
KFall::SA26,KFall,SA26,1,448,2003
KFall::SA27,KFall,SA27,1,486,1888
KFall::SA28,KFall,SA28,1,434,1881
KFall::SA29,KFall,SA29,1,437,1943
KFall::SA30,KFall,SA30,1,397,1781
KFall::SA33,KFall,SA33,1,401,1734
KFall::SA35,KFall,SA35,1,391,1892
KFall::SA36,KFall,SA36,1,384,1707
KFall::SA37,KFall,SA37,1,463,1471
KFall::SA38,KFall,SA38,1,470,1841
SisFall::SA01,SisFall,SA01,0,1069,4017
SisFall::SA02,SisFall,SA02,0,907,4179
SisFall::SA03,SisFall,SA03,0,861,4225
SisFall::SA04,SisFall,SA04,0,1031,4055
SisFall::SA05,SisFall,SA05,0,911,4175
SisFall::SA06,SisFall,SA06,0,919,4167
SisFall::SA07,SisFall,SA07,0,1305,3781
SisFall::SA08,SisFall,SA08,0,1059,4027
SisFall::SA09,SisFall,SA09,0,933,4153
SisFall::SA10,SisFall,SA10,0,1071,4015
SisFall::SA11,SisFall,SA11,0,991,4095
SisFall::SA13,SisFall,SA13,0,1067,4019
SisFall::SA14,SisFall,SA14,0,908,4177
SisFall::SA17,SisFall,SA17,0,821,4215
SisFall::SA18,SisFall,SA18,0,1273,3813
SisFall::SA19,SisFall,SA19,0,1123,3963
SisFall::SA20,SisFall,SA20,0,1016,3914
SisFall::SA21,SisFall,SA21,0,1061,4025
SisFall::SA22,SisFall,SA22,0,841,4244
SisFall::SA23,SisFall,SA23,0,843,4243
SisFall::SE01,SisFall,SE01,2,644,2249
SisFall::SE02,SisFall,SE02,2,256,1550
SisFall::SE04,SisFall,SE04,2,276,1971
SisFall::SE07,SisFall,SE07,2,276,2045
SisFall::SE09,SisFall,SE09,2,530,1791
SisFall::SE11,SisFall,SE11,2,882,1439
SisFall::SE12,SisFall,SE12,2,328,1993
SisFall::SE13,SisFall,SE13,2,530,1791
SisFall::SE14,SisFall,SE14,2,302,2019
SisFall::SE15,SisFall,SE15,2,429,1448
UpFall::S01,UpFall,S01,0,531,1408
UpFall::S03,UpFall,S03,0,351,1590
UpFall::S04,UpFall,S04,0,472,1468
UpFall::S05,UpFall,S05,2,173,1764
UpFall::S06,UpFall,S06,2,331,1611
UpFall::S08,UpFall,S08,2,453,1248
UpFall::S09,UpFall,S09,2,171,1769
UpFall::S10,UpFall,S10,0,672,1270
UpFall::S11,UpFall,S11,2,331,1611
UpFall::S12,UpFall,S12,2,333,1607
UpFall::S13,UpFall,S13,0,431,1508
UpFall::S16,UpFall,S16,0,373,1565
UpFall::S17,UpFall,S17,0,333,1611
